"caja";"fact_anul";"fact_cred";"codi_clie";"codi_fact";"vcr_num_fac";"vcr_fecha";"vcr_suman";"vcr_iva";"vcr_tipo";"vcr_divisa";"usuario"
"003";FALSO;FALSO;"0005211";"0000125960";"0000182";"2019-03-09";3.39;0.41;E;USD;"010"
"004";FALSO;FALSO;"0005213";"0000127970";"0001165";"2019-04-02";14.82;1.78;E;USD;"005"
"004";FALSO;FALSO;"0005214";"0000126042";"0000534";"2019-03-11";26.07;3.13;E;USD;"005"
"003";FALSO;FALSO;"0005214";"0000126816";"0000321";"2019-03-20";26.07;3.13;E;USD;"010"
"004";FALSO;FALSO;"0005214";"0000126817";"0000781";"2019-03-20";3.66;0.44;E;USD;"005"
"004";FALSO;FALSO;"0005214";"0000127597";"0001044";"2019-03-28";27.46;3.30;E;USD;"010"
"004";FALSO;FALSO;"0005215";"0000126045";"0000537";"2019-03-11";8.78;1.05;E;USD;"005"
"004";FALSO;FALSO;"0005216";"0000126046";"0000538";"2019-03-11";8.80;1.06;E;USD;"005"
"004";FALSO;FALSO;"0005217";"0000126049";"0000539";"2019-03-11";50.90;6.11;E;USD;"005"
"003";FALSO;FALSO;"0005218";"0000126059";"0000195";"2019-03-11";12.07;0.98;E;USD;"009"
"004";FALSO;FALSO;"0005219";"0000126061";"0000541";"2019-03-11";7.19;0.86;E;USD;"005"
"003";FALSO;FALSO;"0005220";"0000126066";"0000198";"2019-03-11";18.99;2.28;E;USD;"009"
"004";FALSO;FALSO;"0005221";"0000126070";"0000542";"2019-03-11";3.88;0.47;E;USD;"005"
"003";FALSO;FALSO;"0005222";"0000126072";"0000199";"2019-03-11";6.29;0.75;E;USD;"009"
"004";FALSO;FALSO;"0005223";"0000126074";"0000543";"2019-03-11";38.87;4.66;E;USD;"005"
"004";FALSO;FALSO;"0005224";"0000126077";"0000545";"2019-03-11";3.75;0.45;E;USD;"005"
"003";FALSO;FALSO;"0005224";"0000126476";"0000276";"2019-03-15";6.62;0.79;E;USD;"010"
"004";FALSO;FALSO;"0005224";"0000129975";"0001916";"2019-04-25";4.06;0.49;E;USD;"011"
"004";FALSO;FALSO;"0005225";"0000126082";"0000546";"2019-03-12";12.72;1.53;E;USD;"005"
"004";FALSO;FALSO;"0005226";"0000126084";"0000547";"2019-03-12";8.23;0.99;E;USD;"005"
"003";FALSO;FALSO;"0005227";"0000126094";"0000203";"2019-03-12";75.35;9.04;E;USD;"010"
"004";FALSO;FALSO;"0005228";"0000126116";"0000555";"2019-03-12";2.14;0.26;E;USD;"005"
"004";FALSO;FALSO;"0005229";"0000126121";"0000557";"2019-03-12";12.46;1.50;E;USD;"005"
"004";FALSO;FALSO;"0005230";"0000126129";"0000558";"2019-03-12";130.45;15.65;E;USD;"005"
"004";FALSO;FALSO;"0005230";"0000126130";"0000559";"2019-03-12";19.60;2.35;E;USD;"009"
"004";FALSO;FALSO;"0005230";"0000127203";"0000916";"2019-03-25";29.92;3.59;E;USD;"010"
"003";FALSO;FALSO;"0005230";"0000127304";"0000382";"2019-03-26";41.97;5.04;E;USD;"010"
"003";FALSO;FALSO;"0005230";"0000127307";"0000384";"2019-03-26";2.63;0.32;E;USD;"010"
"004";FALSO;FALSO;"0005230";"0000127599";"0001045";"2019-03-28";22.33;2.68;E;USD;"010"
"004";FALSO;FALSO;"0005231";"0000126135";"0000561";"2019-03-12";15.00;1.80;E;USD;"009"
"004";FALSO;FALSO;"0005232";"0000126143";"0000564";"2019-03-12";23.97;2.88;E;USD;"009"
"003";FALSO;FALSO;"0005233";"0000126144";"0000211";"2019-03-12";11.69;1.40;E;USD;"010"
"004";FALSO;FALSO;"0005234";"0000126151";"0000568";"2019-03-12";12.90;1.55;E;USD;"009"
"003";FALSO;FALSO;"0005235";"0000126156";"0000214";"2019-03-12";8.38;1.01;E;USD;"010"
"004";FALSO;FALSO;"0005236";"0000126158";"0000569";"2019-03-12";31.13;3.74;E;USD;"009"
"004";FALSO;FALSO;"0005236";"0000126159";"0000570";"2019-03-12";16.04;1.92;E;USD;"005"
"003";FALSO;FALSO;"0005237";"0000126169";"0000216";"2019-03-12";7.95;0.95;E;USD;"010"
"004";FALSO;FALSO;"0005238";"0000126171";"0000574";"2019-03-12";35.27;4.23;E;USD;"005"
"004";FALSO;FALSO;"0005238";"0000128309";"0001287";"2019-04-05";8.04;0.96;E;USD;"009"
"004";FALSO;FALSO;"0005238";"0000129664";"0001789";"2019-04-22";12.50;1.50;E;USD;"005"
"003";FALSO;FALSO;"0005239";"0000126174";"0000217";"2019-03-12";7.81;0.94;E;USD;"010"
"003";FALSO;FALSO;"0005240";"0000126197";"0000225";"2019-03-12";4.02;0.48;E;USD;"005"
"003";FALSO;FALSO;"0005241";"0000126207";"0000226";"2019-03-12";7.68;0.92;E;USD;"005"
"003";FALSO;FALSO;"0005241";"0000126208";"0000227";"2019-03-12";59.60;7.15;E;USD;"005"
"003";FALSO;FALSO;"0005241";"0000126211";"0000230";"2019-03-12";86.17;10.34;E;USD;"005"
"004";FALSO;FALSO;"0005241";"0000128877";"0001501";"2019-04-11";19.58;2.35;E;USD;"009"
"004";FALSO;FALSO;"0005242";"0000126213";"0000577";"2019-03-12";12.44;1.49;E;USD;"005"
"004";FALSO;FALSO;"0005243";"0000126227";"0000580";"2019-03-13";12.63;1.52;E;USD;"005"
"004";FALSO;FALSO;"0005243";"0000126853";"0000799";"2019-03-20";5.78;0.69;E;USD;"010"
"004";FALSO;FALSO;"0005244";"0000126228";"0000581";"2019-03-13";9.24;1.11;E;USD;"005"
"003";FALSO;FALSO;"0005244";"0000128897";"0000516";"2019-04-11";5.98;0.72;E;USD;"010"
"004";FALSO;FALSO;"0005245";"0000126231";"0000583";"2019-03-13";16.79;2.01;E;USD;"005"
"004";FALSO;FALSO;"0005246";"0000126234";"0000584";"2019-03-13";13.01;1.56;E;USD;"005"
"004";FALSO;FALSO;"0005246";"0000127444";"0000988";"2019-03-27";13.72;1.65;E;USD;"005"
"004";FALSO;FALSO;"0005246";"0000127445";"0000989";"2019-03-27";3.17;0.38;E;USD;"005"
"004";FALSO;FALSO;"0005246";"0000127451";"0000992";"2019-03-27";10.76;1.29;E;USD;"010"
"004";FALSO;FALSO;"0005246";"0000129997";"0001926";"2019-04-25";15.40;1.85;E;USD;"011"
"004";FALSO;FALSO;"0005246";"0000130000";"0001928";"2019-04-25";2.21;0.27;E;USD;"011"
"004";FALSO;FALSO;"0005247";"0000126238";"0000585";"2019-03-13";8.40;1.01;E;USD;"009"
"004";FALSO;FALSO;"0005248";"0000126262";"0000593";"2019-03-13";16.07;1.93;E;USD;"009"
"004";FALSO;FALSO;"0005249";"0000126266";"0000594";"2019-03-13";7.13;0.86;E;USD;"009"
"004";FALSO;FALSO;"0005249";"0000129513";"0001734";"2019-04-18";2.55;0.31;E;USD;"011"
"004";FALSO;FALSO;"0005249";"0000129888";"0001887";"2019-04-24";6.74;0.81;E;USD;"011"
"004";FALSO;VERDADERO;"0005250";"0000126280";"0000601";"2019-03-13";38.59;4.63;C;USD;"009"
"004";FALSO;FALSO;"0005251";"0000126278";"0000600";"2019-03-13";26.27;3.15;E;USD;"009"
"003";FALSO;FALSO;"0005251";"0000127865";"0000435";"2019-04-01";21.44;2.57;E;USD;"010"
"004";FALSO;FALSO;"0005251";"0000129743";"0001823";"2019-04-23";9.11;1.09;E;USD;"005"
"004";FALSO;FALSO;"0005252";"0000126286";"0000602";"2019-03-13";19.65;2.36;E;USD;"009"
"003";FALSO;FALSO;"0005253";"0000126289";"0000240";"2019-03-13";19.09;2.29;E;USD;"010"
"003";FALSO;FALSO;"0005253";"0000126290";"0000241";"2019-03-13";22.50;2.70;E;USD;"009"
"003";FALSO;FALSO;"0005253";"0000126291";"0000242";"2019-03-13";25.57;3.07;E;USD;"010"
"003";FALSO;FALSO;"0005253";"0000126292";"0000243";"2019-03-13";10.97;1.32;E;USD;"010"
"004";FALSO;FALSO;"0005253";"0000126294";"0000606";"2019-03-13";27.49;3.30;E;USD;"009"
"004";VERDADERO;FALSO;"0005253";"0000128985";"0001557";"2019-04-12";28.57;3.43;E;USD;"005"
"004";FALSO;FALSO;"0005253";"0000128993";"0001563";"2019-04-12";24.33;2.92;O;USD;"005"
"004";FALSO;FALSO;"0005254";"0000126295";"0000607";"2019-03-13";14.96;1.80;E;USD;"009"
"004";FALSO;FALSO;"0005255";"0000126304";"0000610";"2019-03-13";10.40;1.25;E;USD;"009"
"004";FALSO;FALSO;"0005256";"0000126306";"0000611";"2019-03-13";10.45;1.25;E;USD;"009"
"004";FALSO;FALSO;"0005257";"0000126316";"0000614";"2019-03-13";11.58;1.39;E;USD;"009"
"004";FALSO;FALSO;"0005258";"0000126328";"0000618";"2019-03-13";7.14;0.86;E;USD;"009"
"004";FALSO;FALSO;"0005259";"0000126347";"0000626";"2019-03-14";4.29;0.51;E;USD;"005"
"004";FALSO;FALSO;"0005260";"0000126351";"0000629";"2019-03-14";4.17;0.50;E;USD;"005"
"003";FALSO;FALSO;"0005261";"0000126353";"0000252";"2019-03-14";19.96;2.40;E;USD;"010"
"003";FALSO;FALSO;"0005261";"0000126875";"0000330";"2019-03-20";22.32;2.68;E;USD;"010"
"004";FALSO;FALSO;"0005262";"0000126352";"0000630";"2019-03-14";10.77;1.29;E;USD;"005"
"004";FALSO;FALSO;"0005263";"0000126372";"0000638";"2019-03-14";6.36;0.76;E;USD;"005"
"004";FALSO;FALSO;"0005264";"0000126373";"0000639";"2019-03-14";71.38;8.57;E;USD;"005"
"004";FALSO;FALSO;"0005264";"0000126385";"0000644";"2019-03-14";7.78;0.52;E;USD;"005"
"003";FALSO;FALSO;"0005265";"0000126377";"0000253";"2019-03-14";2.23;0.27;E;USD;"009"
"004";FALSO;FALSO;"0005266";"0000126381";"0000642";"2019-03-14";29.46;3.54;E;USD;"005"
"004";FALSO;VERDADERO;"0005267";"0000126389";"0000645";"2019-03-14";16.88;2.03;C;USD;"005"
"004";FALSO;FALSO;"0005267";"0000130397";"0002084";"2019-04-30";25.80;3.10;E;USD;"005"
"004";FALSO;FALSO;"0005268";"0000126392";"0000646";"2019-03-14";10.49;1.26;E;USD;"005"
"004";FALSO;FALSO;"0005268";"0000126757";"0000765";"2019-03-19";2.37;0.28;E;USD;"009"
"004";FALSO;FALSO;"0005268";"0000127701";"0001078";"2019-03-29";2.99;0.36;E;USD;"005"
"004";FALSO;FALSO;"0005268";"0000129220";"0001635";"2019-04-15";4.44;0.53;E;USD;"005"
"003";FALSO;FALSO;"0005269";"0000126395";"0000257";"2019-03-14";13.71;1.65;E;USD;"010"
"003";FALSO;FALSO;"0005269";"0000126396";"0000258";"2019-03-14";1.43;0.17;E;USD;"009"
"004";FALSO;FALSO;"0005270";"0000126415";"0000649";"2019-03-14";42.97;5.16;E;USD;"005"
"004";FALSO;FALSO;"0005271";"0000126429";"0000654";"2019-03-14";16.50;1.98;E;USD;"005"
"004";FALSO;FALSO;"0005272";"0000126438";"0000655";"2019-03-14";25.13;3.02;E;USD;"005"
"004";FALSO;FALSO;"0005272";"0000128951";"0001540";"2019-04-12";10.58;1.27;E;USD;"009"
"004";FALSO;FALSO;"0005273";"0000126453";"0000661";"2019-03-15";1.81;0.22;E;USD;"005"
"004";FALSO;FALSO;"0005273";"0000126939";"0000825";"2019-03-21";7.32;0.88;E;USD;"009"
"004";FALSO;FALSO;"0005273";"0000128145";"0001233";"2019-04-04";3.04;0.36;E;USD;"005"
"004";FALSO;FALSO;"0005274";"0000126455";"0000663";"2019-03-15";8.93;1.07;E;USD;"005"
"004";FALSO;FALSO;"0005275";"0000126462";"0000668";"2019-03-15";23.63;2.84;E;USD;"005"
"004";FALSO;FALSO;"0005275";"0000129603";"0001768";"2019-04-20";9.93;1.19;E;USD;"005"
"004";FALSO;FALSO;"0005275";"0000129913";"0001897";"2019-04-24";2.46;0.30;E;USD;"009"
"004";FALSO;FALSO;"0005276";"0000126463";"0000669";"2019-03-15";1.03;0.12;E;USD;"005"
"004";FALSO;FALSO;"0005277";"0000126464";"0000670";"2019-03-15";5.04;0.60;E;USD;"005"
"003";FALSO;FALSO;"0005278";"0000126469";"0000274";"2019-03-15";3.84;0.46;E;USD;"010"
"003";FALSO;FALSO;"0005279";"0000126471";"0000275";"2019-03-15";11.31;1.36;E;USD;"010"
"004";FALSO;FALSO;"0005279";"0000126759";"0000766";"2019-03-19";4.34;0.52;E;USD;"009"
"004";FALSO;FALSO;"0005279";"0000128650";"0001415";"2019-04-09";2.63;0.32;E;USD;"009"
"004";FALSO;FALSO;"0005279";"0000128836";"0001482";"2019-04-11";23.57;2.83;E;USD;"009"
"004";FALSO;FALSO;"0005280";"0000126478";"0000672";"2019-03-15";13.23;1.59;E;USD;"005"
"004";FALSO;FALSO;"0005280";"0000129026";"0001578";"2019-04-12";16.37;1.96;E;USD;"009"
"004";FALSO;FALSO;"0005280";"0000129859";"0001876";"2019-04-24";17.45;2.09;E;USD;"011"
"004";FALSO;FALSO;"0005281";"0000126485";"0000674";"2019-03-15";7.74;0.93;E;USD;"005"
"004";FALSO;FALSO;"0005282";"0000126487";"0000676";"2019-03-15";5.36;0.64;E;USD;"005"
"003";FALSO;FALSO;"0005282";"0000126913";"0000340";"2019-03-20";19.90;2.39;E;USD;"010"
"004";FALSO;FALSO;"0005282";"0000127331";"0000952";"2019-03-26";6.77;0.81;E;USD;"005"
"003";FALSO;FALSO;"0005282";"0000128283";"0000479";"2019-04-05";16.25;1.95;E;USD;"005"
"003";FALSO;FALSO;"0005283";"0000126495";"0000277";"2019-03-15";10.11;1.21;E;USD;"010"
"003";FALSO;FALSO;"0005285";"0000126508";"0000281";"2019-03-15";9.96;1.20;E;USD;"010"
"003";FALSO;FALSO;"0005285";"0000130368";"0000609";"2019-04-30";13.97;1.68;E;USD;"010"
"004";FALSO;FALSO;"0005286";"0000126516";"0000682";"2019-03-15";1.43;0.17;E;USD;"005"
"004";FALSO;FALSO;"0005287";"0000126535";"0000689";"2019-03-15";27.43;3.29;E;USD;"009"
"004";FALSO;FALSO;"0005288";"0000126551";"0000696";"2019-03-16";8.97;1.08;E;USD;"005"
"004";FALSO;FALSO;"0005289";"0000126561";"0000698";"2019-03-16";11.79;1.41;E;USD;"005"
"004";FALSO;FALSO;"0005290";"0000126588";"0000705";"2019-03-16";17.88;2.15;E;USD;"010"
"003";FALSO;FALSO;"0005291";"0000126591";"0000289";"2019-03-16";12.07;1.45;E;USD;"010"
"004";FALSO;FALSO;"0005292";"0000126606";"0000708";"2019-03-16";3.48;0.42;E;USD;"010"
"004";FALSO;FALSO;"0005292";"0000128040";"0001195";"2019-04-03";1.74;0.21;E;USD;"005"
"004";FALSO;FALSO;"0005293";"0000126620";"0000710";"2019-03-18";6.88;0.83;E;USD;"005"
"003";FALSO;FALSO;"0005294";"0000126621";"0000295";"2019-03-18";10.00;1.20;E;USD;"010"
"003";FALSO;FALSO;"0005294";"0000126623";"0000296";"2019-03-18";1.12;0.13;E;USD;"010"
"004";FALSO;FALSO;"0005294";"0000129824";"0001862";"2019-04-24";4.55;0.55;E;USD;"005"
"004";FALSO;FALSO;"0005295";"0000126624";"0000711";"2019-03-18";5.83;0.70;E;USD;"005"
"003";VERDADERO;FALSO;"0005295";"0000126735";"0000311";"2019-03-19";101.57;12.19;O;USD;"010"
"004";FALSO;FALSO;"0005296";"0000126628";"0000715";"2019-03-18";5.58;0.67;E;USD;"009"
"004";FALSO;FALSO;"0005297";"0000126635";"0000718";"2019-03-18";9.51;1.14;E;USD;"009"
"003";FALSO;FALSO;"0005298";"0000126644";"0000299";"2019-03-18";4.82;0.58;E;USD;"010"
"003";FALSO;FALSO;"0005298";"0000128198";"0000463";"2019-04-04";2.07;0.25;E;USD;"005"
"004";FALSO;FALSO;"0005299";"0000126648";"0000721";"2019-03-18";13.52;1.62;E;USD;"005"
"004";FALSO;FALSO;"0005300";"0000126660";"0000726";"2019-03-18";20.84;2.50;E;USD;"009"
"004";FALSO;FALSO;"0005300";"0000128172";"0001243";"2019-04-04";19.61;2.35;E;USD;"005"
"003";FALSO;FALSO;"0005301";"0000126662";"0000301";"2019-03-18";15.89;1.91;E;USD;"010"
"003";FALSO;FALSO;"0005302";"0000126667";"0000304";"2019-03-18";0.89;0.11;E;USD;"010"
"003";FALSO;FALSO;"0005303";"0000126674";"0000307";"2019-03-18";7.84;0.94;E;USD;"010"
"004";FALSO;FALSO;"0005304";"0000126677";"0000728";"2019-03-18";12.12;1.45;E;USD;"009"
"004";FALSO;FALSO;"0005304";"0000126686";"0000733";"2019-03-18";33.41;4.01;E;USD;"009"
"004";FALSO;FALSO;"0005304";"0000127581";"0001042";"2019-03-28";3.44;0.41;E;USD;"005"
"004";FALSO;FALSO;"0005305";"0000126679";"0000729";"2019-03-18";29.59;3.55;E;USD;"009"
"004";FALSO;FALSO;"0005305";"0000126989";"0000844";"2019-03-21";13.93;1.67;E;USD;"009"
"003";FALSO;FALSO;"0005305";"0000127461";"0000406";"2019-03-27";5.57;0.67;E;USD;"010"
"004";FALSO;FALSO;"0005306";"0000126682";"0000730";"2019-03-18";145.21;16.98;E;USD;"009"
"004";FALSO;FALSO;"0005307";"0000126684";"0000731";"2019-03-18";1.91;0.23;E;USD;"009"
"004";FALSO;FALSO;"0005308";"0000126685";"0000732";"2019-03-18";5.94;0.71;E;USD;"009"
"003";FALSO;FALSO;"0005308";"0000127584";"0000414";"2019-03-28";18.71;2.25;E;USD;"010"
"003";FALSO;FALSO;"0005308";"0000127585";"0000415";"2019-03-28";15.86;1.90;E;USD;"010"
"003";FALSO;FALSO;"0005308";"0000128566";"0000499";"2019-04-08";2.37;0.28;E;USD;"010"
"004";FALSO;FALSO;"0005309";"0000126688";"0000735";"2019-03-18";38.30;4.60;E;USD;"009"
"004";FALSO;FALSO;"0005309";"0000126689";"0000736";"2019-03-18";20.68;2.48;E;USD;"005"
"004";FALSO;FALSO;"0005309";"0000127242";"0000932";"2019-03-25";26.54;3.18;E;USD;"005"
"004";FALSO;FALSO;"0005309";"0000128556";"0001379";"2019-04-08";26.43;3.17;E;USD;"005"
"004";FALSO;FALSO;"0005310";"0000126717";"0000747";"2019-03-19";12.13;1.46;E;USD;"009"
"004";FALSO;FALSO;"0005311";"0000126720";"0000749";"2019-03-19";6.83;0.82;E;USD;"009"
"004";FALSO;FALSO;"0005312";"0000126733";"0000754";"2019-03-19";8.84;1.06;E;USD;"009"
"004";FALSO;FALSO;"0005313";"0000126751";"0000761";"2019-03-19";29.55;3.55;E;USD;"009"
"004";FALSO;FALSO;"0005313";"0000126752";"0000762";"2019-03-19";13.57;1.63;E;USD;"009"
"004";FALSO;FALSO;"0005314";"0000126765";"0000768";"2019-03-19";3.57;0.43;E;USD;"009"
"004";FALSO;FALSO;"0005314";"0000129880";"0001882";"2019-04-24";20.04;2.40;E;USD;"011"
"004";FALSO;FALSO;"0005315";"0000126769";"0000769";"2019-03-19";11.16;1.34;E;USD;"009"
"004";FALSO;FALSO;"0005316";"0000126782";"0000771";"2019-03-19";0.91;0.11;E;USD;"010"
"004";FALSO;FALSO;"0005317";"0000126784";"0000772";"2019-03-19";11.38;1.37;E;USD;"010"
"004";FALSO;FALSO;"0005318";"0000126788";"0000773";"2019-03-19";7.39;0.86;E;USD;"010"
"004";FALSO;FALSO;"0005318";"0000126789";"0000774";"2019-03-19";3.32;0.40;E;USD;"010"
"004";FALSO;FALSO;"0005318";"0000126791";"0000775";"2019-03-19";6.83;0.82;E;USD;"010"
"004";FALSO;FALSO;"0005318";"0000127087";"0000875";"2019-03-22";5.07;0.58;E;USD;"009"
"004";FALSO;FALSO;"0005318";"0000127976";"0001167";"2019-04-02";29.55;3.55;E;USD;"005"
"003";FALSO;FALSO;"0005318";"0000130460";"0000617";"2019-04-30";13.83;1.63;E;USD;"010"
"004";FALSO;FALSO;"0005318";"0000130463";"0002110";"2019-04-30";5.31;0.64;E;USD;"009"
"004";FALSO;FALSO;"0005319";"0000126794";"0000777";"2019-03-19";7.35;0.70;E;USD;"010"
"004";FALSO;FALSO;"0005320";"0000126801";"0000779";"2019-03-19";7.39;0.89;E;USD;"010"
"004";FALSO;FALSO;"0005321";"0000126820";"0000783";"2019-03-20";19.54;2.34;E;USD;"005"
"004";FALSO;FALSO;"0005322";"0000126827";"0000788";"2019-03-20";9.87;1.18;E;USD;"010"
"004";FALSO;FALSO;"0005322";"0000127420";"0000978";"2019-03-27";8.08;0.97;E;USD;"005"
"004";FALSO;FALSO;"0005322";"0000128026";"0001188";"2019-04-03";5.31;0.64;E;USD;"005"
"004";FALSO;FALSO;"0005323";"0000126830";"0000789";"2019-03-20";4.15;0.50;E;USD;"010"
"004";FALSO;FALSO;"0005324";"0000126834";"0000791";"2019-03-20";14.11;1.69;E;USD;"010"
"003";FALSO;FALSO;"0005325";"0000126835";"0000322";"2019-03-20";115.88;13.91;O;USD;"010"
"003";FALSO;VERDADERO;"0005325";"0000127924";"0000448";"2019-04-02";29.98;3.60;C;USD;"009"
"004";FALSO;FALSO;"0005326";"0000126838";"0000793";"2019-03-20";13.69;1.64;E;USD;"010"
"004";FALSO;FALSO;"0005327";"0000126854";"0000800";"2019-03-20";5.57;0.67;E;USD;"010"
"003";FALSO;FALSO;"0005328";"0000126858";"0000324";"2019-03-20";11.23;1.35;E;USD;"010"
"003";FALSO;FALSO;"0005330";"0000126877";"0000331";"2019-03-20";30.85;3.70;E;USD;"010"
"004";FALSO;FALSO;"0005331";"0000126878";"0000805";"2019-03-20";15.62;1.87;E;USD;"010"
"003";FALSO;FALSO;"0005332";"0000126879";"0000332";"2019-03-20";3.70;0.44;E;USD;"010"
"004";FALSO;FALSO;"0005332";"0000128344";"0001296";"2019-04-05";15.31;1.84;E;USD;"009"
"004";FALSO;FALSO;"0005333";"0000126900";"0000812";"2019-03-20";6.43;0.77;E;USD;"010"
"004";FALSO;FALSO;"0005334";"0000126929";"0000820";"2019-03-21";6.83;0.82;E;USD;"009"
"004";FALSO;FALSO;"0005335";"0000126930";"0000821";"2019-03-21";8.79;1.05;E;USD;"009"
"004";FALSO;FALSO;"0005336";"0000126942";"0000826";"2019-03-21";9.35;1.12;E;USD;"009"
"003";FALSO;FALSO;"0005337";"0000127006";"0000347";"2019-03-21";12.74;1.53;E;USD;"010"
"003";FALSO;FALSO;"0005337";"0000128757";"0000509";"2019-04-10";9.27;1.11;E;USD;"010"
"003";FALSO;FALSO;"0005338";"0000127009";"0000348";"2019-03-21";18.32;2.20;E;USD;"010"
"004";FALSO;FALSO;"0005339";"0000127021";"0000854";"2019-03-22";24.15;2.90;E;USD;"005"
"004";FALSO;FALSO;"0005339";"0000127022";"0000855";"2019-03-22";4.69;0.56;E;USD;"009"
"003";FALSO;FALSO;"0005339";"0000127025";"0000350";"2019-03-22";4.50;0.54;E;USD;"010"
"003";FALSO;FALSO;"0005339";"0000127026";"0000351";"2019-03-22";3.14;0.38;E;USD;"010"
"004";FALSO;FALSO;"0005340";"0000127032";"0000856";"2019-03-22";47.15;5.66;E;USD;"005"
"004";FALSO;FALSO;"0005341";"0000127043";"0000860";"2019-03-22";59.20;7.10;E;USD;"009"
"004";FALSO;FALSO;"0005341";"0000127048";"0000864";"2019-03-22";7.45;0.89;E;USD;"009"
"004";FALSO;FALSO;"0005342";"0000127063";"0000869";"2019-03-22";41.08;4.93;E;USD;"009"
"003";FALSO;FALSO;"0005343";"0000127086";"0000358";"2019-03-22";4.87;0.58;E;USD;"010"
"004";FALSO;FALSO;"0005344";"0000127093";"0000879";"2019-03-22";18.62;2.23;E;USD;"009"
"004";FALSO;FALSO;"0005344";"0000127094";"0000880";"2019-03-22";3.96;0.48;E;USD;"005"
"004";FALSO;FALSO;"0005345";"0000127096";"0000881";"2019-03-22";14.88;1.79;E;USD;"005"
"004";FALSO;FALSO;"0005346";"0000127098";"0000882";"2019-03-22";7.89;0.95;E;USD;"005"
"004";FALSO;FALSO;"0005347";"0000127110";"0000890";"2019-03-22";8.71;1.05;E;USD;"005"
"004";FALSO;FALSO;"0005347";"0000128547";"0001376";"2019-04-08";8.66;1.04;E;USD;"005"
"004";FALSO;FALSO;"0005348";"0000127134";"0000898";"2019-03-23";19.05;2.29;E;USD;"009"
"004";FALSO;FALSO;"0005348";"0000127136";"0000899";"2019-03-23";3.20;0.35;E;USD;"005"
"004";FALSO;FALSO;"0005349";"0000127145";"0000903";"2019-03-23";22.61;2.71;E;USD;"005"
"003";FALSO;FALSO;"0005350";"0000127157";"0000364";"2019-03-23";16.70;2.00;E;USD;"010"
"004";FALSO;FALSO;"0005351";"0000127160";"0000906";"2019-03-23";0.68;0.08;E;USD;"005"
"003";FALSO;FALSO;"0005352";"0000127165";"0000367";"2019-03-23";6.92;0.83;E;USD;"009"
"003";FALSO;FALSO;"0005352";"0000127168";"0000368";"2019-03-23";3.57;0.43;E;USD;"009"
"004";FALSO;FALSO;"0005353";"0000127169";"0000907";"2019-03-23";52.73;6.33;E;USD;"005"
"003";FALSO;FALSO;"0005354";"0000127173";"0000370";"2019-03-23";13.07;0.88;E;USD;"009"
"003";FALSO;FALSO;"0005354";"0000127175";"0000371";"2019-03-23";4.82;0.58;E;USD;"009"
"004";VERDADERO;FALSO;"0005356";"0000127196";"0000910";"2019-03-25";31.55;3.79;E;USD;"005"
"004";FALSO;VERDADERO;"0005356";"0000127201";"0000915";"2019-03-25";25.26;3.03;C;USD;"010"
"004";FALSO;FALSO;"0005357";"0000127197";"0000911";"2019-03-25";15.00;1.80;E;USD;"010"
"004";FALSO;FALSO;"0005357";"0000127198";"0000912";"2019-03-25";12.35;1.48;E;USD;"005"
"004";FALSO;FALSO;"0005358";"0000127208";"0000920";"2019-03-25";14.60;1.75;E;USD;"010"
"004";FALSO;FALSO;"0005359";"0000127210";"0000921";"2019-03-25";32.98;3.96;E;USD;"010"
"004";FALSO;FALSO;"0005360";"0000127239";"0000929";"2019-03-25";2.02;0.24;E;USD;"005"
"004";FALSO;FALSO;"0005361";"0000127250";"0000933";"2019-03-25";21.38;2.57;E;USD;"005"
"004";FALSO;FALSO;"0005361";"0000127259";"0000937";"2019-03-25";15.45;1.85;E;USD;"005"
"004";FALSO;FALSO;"0005361";"0000130009";"0001935";"2019-04-25";9.46;1.14;E;USD;"011"
"004";FALSO;FALSO;"0005361";"0000130319";"0002052";"2019-04-29";2.10;0.25;E;USD;"011"
"004";FALSO;FALSO;"0005362";"0000127254";"0000935";"2019-03-25";7.40;0.89;E;USD;"005"
"004";FALSO;FALSO;"0005363";"0000127268";"0000940";"2019-03-25";2.20;0.26;E;USD;"005"
"003";FALSO;FALSO;"0005363";"0000127270";"0000377";"2019-03-25";2.20;0.26;E;USD;"010"
"004";FALSO;FALSO;"0005363";"0000128065";"0001206";"2019-04-03";3.55;0.43;E;USD;"005"
"004";FALSO;FALSO;"0005363";"0000129890";"0001888";"2019-04-24";9.58;1.15;E;USD;"011"
"003";FALSO;FALSO;"0005364";"0000127277";"0000378";"2019-03-25";7.28;0.50;E;USD;"010"
"004";FALSO;FALSO;"0005365";"0000127281";"0000941";"2019-03-25";28.30;3.40;E;USD;"005"
"004";FALSO;FALSO;"0005366";"0000127282";"0000942";"2019-03-25";8.88;1.07;E;USD;"005"
"004";FALSO;FALSO;"0005367";"0000127285";"0000943";"2019-03-25";8.31;1.00;E;USD;"005"
"003";FALSO;FALSO;"0005368";"0000127301";"0000381";"2019-03-26";5.06;0.61;E;USD;"010"
"004";FALSO;FALSO;"0005369";"0000127320";"0000951";"2019-03-26";3.25;0.39;E;USD;"009"
"004";FALSO;FALSO;"0005370";"0000127333";"0000953";"2019-03-26";2.23;0.27;E;USD;"005"
"003";FALSO;FALSO;"0005371";"0000127342";"0000389";"2019-03-26";10.09;1.21;E;USD;"010"
